Date,Sender,Subject,Category,Words,Attachments,Size_KB
27-04-2025,,Team Meeting,Notification,906,2,89.37
13-04-2025,john@university.edu,Meeting Schedule,Personal,318,5,4709.52
15-12-2025,emma@gmail.com,Important Notice,Work,328,1,4961.78
10-03-2025,alice@gmail.com,Team Meeting,Spam,1164,2,2715.96
18-10-2025,bob@yahoo.com,New Project,Personal,1172,0,3929.8
14-01-2025,manager@office.com,Weekly Update,Promotion,332,2,3111.72
23-12-2025,alice@gmail.com,New Project,Notification,813,3,4783.73
09-11-2025,admin@service.com,Weekly Update,Personal,1420,5,2698.29
12-01-2025,david@company.com,Weekly Update,Social,1455,5,404.92
07-09-2025,manager@office.com,Project Update,Finance,1312,5,4605.04
20-07-2025,manager@office.com,Important Notice,Promotion,602,2,311.81
21-03-2025,john@university.edu,Job Opportunity,Work,1300,4,4216.48
27-03-2025,john@university.edu,New Project,Spam,1241,4,348.87
20-06-2025,charlie@outlook.com,New Project,Promotion,655,5,3493.91
13-09-2025,alice@gmail.com,Weekly Update,Finance,1491,1,1459.9
21-12-2025,charlie@outlook.com,Payment Confirmation,Personal,206,0,3532.6
20-05-2025,support@website.com,Team Meeting,Education,428,,4162.26
11-08-2025,alice@gmail.com,Payment Confirmation,Social,1045,1,2540.87
24-09-2025,john@university.edu,Payment Confirmation,Social,1161,5,207.84
02-08-2025,bob@yahoo.com,Invoice Details,Spam,452,3,3706.02
,alice@gmail.com,Weekly Update,Personal,1219,0,3505.91
27-03-2025,david@company.com,Assignment Submission,Work,887,0,4941.46
06-10-2025,manager@office.com,Training Program,,815,2,903.18
17-05-2025,sarah@company.com,Monthly Report,Work,149,2,1729.41
16-06-2025,emma@gmail.com,Job Opportunity,Personal,830,1,49.6
08-12-2025,manager@office.com,Monthly Report,Promotion,199,0,548.89
10-04-2025,emma@gmail.com,Project Update,Notification,1052,3,3823.2
31-07-2025,david@company.com,Job Opportunity,Work,243,4,3649.99
10-06-2025,support@website.com,Holiday Plans,Finance,945,2,2319.42
25-09-2025,emma@gmail.com,New Project,Work,1427,4,4360.02
21-12-2025,david@company.com,Payment Confirmation,Notification,1470,3,3681.84
27-07-2025,alice@gmail.com,Job Opportunity,Finance,722,,3568.28
22-09-2025,emma@gmail.com,Invoice Details,Social,210,3,3370.12
05-01-2025,manager@office.com,Event Invitation,Social,1479,5,3215.49
15-02-2025,john@university.edu,Important Notice,Social,338,2,57.73
05-09-2025,sarah@company.com,Weekly Update,Education,1263,3,789.73
15-11-2025,sarah@company.com,Job Opportunity,Work,191,5,2145.92
15-10-2025,manager@office.com,Weekly Update,Notification,1400,5,4469.86
22-10-2025,emma@gmail.com,Assignment Submission,Work,319,2,2307.91
01-03-2025,alice@gmail.com,Team Meeting,Promotion,658,5,1816.03
22-10-2025,sarah@company.com,Team Meeting,Notification,519,1,3282.01
26-04-2025,bob@yahoo.com,Payment Confirmation,Personal,1232,2,1370.46
03-08-2025,david@company.com,Event Invitation,Education,532,0,3207.69
06-07-2025,john@university.edu,Invoice Details,Social,1457,5,3241.94
25-08-2025,emma@gmail.com,Important Notice,Promotion,453,3,1637.59
29-01-2025,david@company.com,Job Opportunity,Finance,589,1,117.63
07-12-2025,john@university.edu,Weekly Update,Personal,1494,2,2538.08
09-10-2025,admin@service.com,Assignment Submission,Personal,1442,2,1649.4
11-08-2025,charlie@outlook.com,System Notification,Social,674,5,4571.3
10-07-2025,bob@yahoo.com,Job Opportunity,Personal,1055,1,3187.89
22-02-2025,david@company.com,Monthly Report,Work,941,2,1746.14
23-12-2025,david@company.com,Assignment Submission,,927,2,1350.75
13-06-2025,alice@gmail.com,Weekly Update,Spam,625,2,4535.02
24-02-2025,support@website.com,Monthly Report,Promotion,259,4,4783.76
11-08-2025,emma@gmail.com,Team Meeting,Personal,759,2,4721.39
25-11-2025,admin@service.com,Assignment Submission,Promotion,366,1,3602.97
03-01-2025,david@company.com,Monthly Report,Personal,1202,0,3998.51
02-02-2025,manager@office.com,Weekly Update,Personal,1036,3,2556.36
15-12-2025,bob@yahoo.com,New Project,Work,652,3,171.66
31-10-2025,david@company.com,System Notification,Personal,591,3,1223.1
09-03-2025,david@company.com,System Notification,Personal,1496,2,4021.42
16-09-2025,emma@gmail.com,Monthly Report,Education,1281,2,1379.71
18-01-2025,admin@service.com,Payment Confirmation,Promotion,251,4,2410.26
12-11-2025,admin@service.com,,Work,1109,4,2059.64
20-11-2025,charlie@outlook.com,New Project,Finance,1471,2,4896.39
08-02-2025,alice@gmail.com,Important Notice,Education,1311,1,344.5
07-12-2025,charlie@outlook.com,Job Opportunity,Social,851,4,4169.46
08-09-2025,charlie@outlook.com,System Notification,Spam,1221,4,1752.05
15-02-2025,emma@gmail.com,Holiday Plans,Notification,29,4,1182.02
15-06-2025,bob@yahoo.com,Monthly Report,Work,803,3,1666.61
07-09-2025,alice@gmail.com,System Notification,Personal,958,5,3322.4
05-01-2025,emma@gmail.com,Job Opportunity,Social,1295,1,2322.31
31-07-2025,john@university.edu,Training Program,Finance,43,5,1009.93
10-07-2025,bob@yahoo.com,Job Opportunity,Social,173,0,4985.82
27-02-2025,sarah@company.com,Job Opportunity,Work,512,1,341.12
30-08-2025,charlie@outlook.com,Assignment Submission,Work,1152,5,3704.63
05-02-2025,emma@gmail.com,Important Notice,Education,297,5,4891.77
29-11-2025,emma@gmail.com,Holiday Plans,Spam,974,0,4015.07
20-05-2025,emma@gmail.com,Event Invitation,Social,1368,4,884.05
15-08-2025,sarah@company.com,Training Program,Work,249,0,4725.53
05-07-2025,admin@service.com,Payment Confirmation,Education,911,1,3670.31
05-06-2025,emma@gmail.com,Training Program,Spam,916,0,2992.19
04-02-2025,bob@yahoo.com,Meeting Schedule,Promotion,1347,0,3387.31
15-05-2025,admin@service.com,Job Opportunity,Promotion,769,1,2496.36
28-02-2025,support@website.com,Event Invitation,Social,1332,2,562.2
11-07-2025,manager@office.com,Job Opportunity,Social,631,5,544.98
24-10-2025,alice@gmail.com,New Project,Promotion,1115,,2347
19-03-2025,bob@yahoo.com,Event Invitation,Promotion,1482,0,2525.22
03-08-2025,charlie@outlook.com,Meeting Schedule,Social,556,1,3090.31
22-07-2025,david@company.com,Training Program,Work,1461,0,4596.29
16-06-2025,john@university.edu,Invoice Details,Personal,687,,494.83
20-07-2025,support@website.com,Payment Confirmation,Spam,999,3,2022.54
28-07-2025,john@university.edu,Monthly Report,Finance,1346,0,84.57
03-05-2025,bob@yahoo.com,Invoice Details,Spam,1326,4,359.7
11-08-2025,charlie@outlook.com,Team Meeting,Education,405,4,1926.05
14-11-2025,john@university.edu,Payment Confirmation,Spam,,0,3797.8
09-10-2025,bob@yahoo.com,Monthly Report,Notification,301,3,1001.29
30-06-2025,david@company.com,Job Opportunity,Social,1408,5,3838.52
20-07-2025,bob@yahoo.com,Monthly Report,Notification,1337,2,4066.86
11-12-2025,bob@yahoo.com,Invoice Details,Spam,198,0,1956.46
19-03-2025,bob@yahoo.com,Project Update,Promotion,1128,3,4853.67
16-02-2025,bob@yahoo.com,Assignment Submission,Education,1413,3,2984.06
30-11-2025,support@website.com,Event Invitation,Spam,972,3,4129.54
29-03-2025,manager@office.com,Event Invitation,Notification,322,5,1214.77
03-06-2025,support@website.com,System Notification,Spam,1471,4,1502.45
22-01-2025,emma@gmail.com,Training Program,Notification,1132,3,1270.3
10-05-2025,admin@service.com,System Notification,Spam,1133,0,3041.88
23-06-2025,charlie@outlook.com,Invoice Details,Notification,1044,0,231.29
10-07-2025,john@university.edu,Holiday Plans,Social,932,4,442.56
04-01-2025,sarah@company.com,Holiday Plans,Social,338,1,4786.28
13-02-2025,david@company.com,Weekly Update,Promotion,360,5,3065.33
29-07-2025,alice@gmail.com,Team Meeting,Education,1345,1,3007.7
30-04-2025,manager@office.com,New Project,Notification,547,1,32.32
04-02-2025,support@website.com,Important Notice,Promotion,585,4,2293.5
19-07-2025,david@company.com,Payment Confirmation,Social,,5,636.43
18-12-2025,manager@office.com,Payment Confirmation,Spam,606,1,3037.29
13-10-2025,bob@yahoo.com,Team Meeting,Education,971,5,2658
01-03-2025,sarah@company.com,Project Update,Social,991,5,769.87
13-02-2025,support@website.com,New Project,Finance,1191,4,
10-06-2025,support@website.com,Project Update,Notification,1200,1,1277.34
30-04-2025,john@university.edu,Job Opportunity,Promotion,505,2,4381.91
22-01-2025,support@website.com,Important Notice,Work,1162,3,2583.05
15-10-2025,david@company.com,Assignment Submission,Promotion,508,4,572.22
25-09-2025,bob@yahoo.com,Project Update,Education,828,3,3476.71
20-06-2025,david@company.com,Monthly Report,Education,1456,0,1915.8
16-09-2025,john@university.edu,Payment Confirmation,Work,788,5,1282.67
05-12-2025,support@website.com,Important Notice,Education,779,3,1850.16
02-02-2025,john@university.edu,Meeting Schedule,Finance,1391,2,2597.9
22-09-2025,david@company.com,Payment Confirmation,Work,960,3,3569.82
05-12-2025,sarah@company.com,Monthly Report,Social,144,4,4742.86
01-03-2025,admin@service.com,Important Notice,Spam,637,3,3732.02
12-04-2025,charlie@outlook.com,Project Update,Promotion,270,0,4711.69
01-01-2025,manager@office.com,Job Opportunity,Social,1061,4,1038.22
06-02-2025,david@company.com,Weekly Update,Spam,183,3,4006.09
14-12-2025,support@website.com,Assignment Submission,Promotion,70,3,527.22
28-06-2025,charlie@outlook.com,Invoice Details,Personal,319,2,990.37
16-03-2025,emma@gmail.com,Invoice Details,Work,754,3,516.89
29-11-2025,john@university.edu,,Notification,668,5,3594.99
19-01-2025,support@website.com,Weekly Update,Social,1466,1,2459.94
24-09-2025,admin@service.com,Project Update,Spam,1498,5,2264.97
10-10-2025,emma@gmail.com,Job Opportunity,Personal,1049,5,847.34
02-11-2025,admin@service.com,Monthly Report,Work,240,3,674.01
20-06-2025,alice@gmail.com,Project Update,Social,66,4,3793.68
04-06-2025,emma@gmail.com,Project Update,Promotion,532,0,1862.36
14-08-2025,david@company.com,Invoice Details,Promotion,339,5,4264.56
04-03-2025,david@company.com,Weekly Update,Work,123,2,1221.63
13-03-2025,admin@service.com,Job Opportunity,Work,755,0,2425.62
02-10-2025,john@university.edu,Invoice Details,Spam,253,2,3355.15
10-05-2025,charlie@outlook.com,Weekly Update,Work,1144,3,3225.15
29-03-2025,alice@gmail.com,Payment Confirmation,Notification,949,5,2473.27
02-05-2025,alice@gmail.com,Assignment Submission,Social,127,1,3709.88
13-05-2025,manager@office.com,Holiday Plans,Education,1278,4,2484.5
13-04-2025,john@university.edu,Job Opportunity,Personal,246,1,1251.77
27-12-2025,admin@service.com,Holiday Plans,,609,0,2869.52
13-04-2025,alice@gmail.com,Team Meeting,Work,758,5,999.55
22-07-2025,support@website.com,Project Update,Spam,774,5,3746.31
26-09-2025,bob@yahoo.com,Monthly Report,Notification,682,5,4621.07
24-12-2025,admin@service.com,Monthly Report,Spam,983,1,4737.5
02-09-2025,sarah@company.com,Project Update,Personal,231,2,1840.97
07-01-2025,admin@service.com,Important Notice,Promotion,1105,5,4779.57
05-02-2025,emma@gmail.com,Event Invitation,Social,690,0,2767.69
05-02-2025,alice@gmail.com,Important Notice,Spam,268,4,2678.84
07-02-2025,support@website.com,Project Update,Social,1424,2,3034.8
31-01-2025,emma@gmail.com,Assignment Submission,Spam,162,3,4897.21
27-01-2025,charlie@outlook.com,Weekly Update,Spam,1332,1,20.36
07-12-2025,,Holiday Plans,Spam,1125,1,2670.55
12-04-2025,alice@gmail.com,System Notification,Finance,251,1,3166.38
03-09-2025,john@university.edu,Event Invitation,Social,1017,4,548.62
11-02-2025,support@website.com,Payment Confirmation,Promotion,179,4,565.48
18-05-2025,bob@yahoo.com,Event Invitation,Work,706,3,1363.54
02-03-2025,manager@office.com,Holiday Plans,Finance,970,5,3298.34
10-04-2025,sarah@company.com,Job Opportunity,Work,554,1,2038.64
18-03-2025,manager@office.com,Training Program,Notification,247,2,1192.01
21-06-2025,admin@service.com,Meeting Schedule,Personal,127,4,883.56
01-08-2025,charlie@outlook.com,Holiday Plans,Social,722,3,3922.43
03-03-2025,sarah@company.com,Assignment Submission,Education,798,4,3519.84
31-03-2025,alice@gmail.com,Job Opportunity,Education,1488,3,3062.19
19-10-2025,emma@gmail.com,Job Opportunity,Education,682,5,1466.71
29-08-2025,john@university.edu,Assignment Submission,Work,537,3,574.87
23-10-2025,david@company.com,Project Update,Notification,1088,3,4311.68
24-08-2025,alice@gmail.com,New Project,Spam,609,5,2735.26
26-01-2025,emma@gmail.com,Team Meeting,Notification,1014,4,2213.01
11-01-2025,alice@gmail.com,Team Meeting,Notification,1183,4,4507.54
25-06-2025,admin@service.com,Assignment Submission,Promotion,1485,1,3895.81
15-08-2025,john@university.edu,Event Invitation,Finance,416,2,2246.83
07-09-2025,emma@gmail.com,Holiday Plans,Finance,107,5,1037.84
19-03-2025,support@website.com,Team Meeting,Promotion,,4,3190.45
,manager@office.com,Job Opportunity,Personal,170,4,1069.71
,sarah@company.com,Project Update,Work,203,2,2773.33
05-11-2025,david@company.com,Payment Confirmation,Notification,471,3,2948.38
31-03-2025,emma@gmail.com,Assignment Submission,Education,23,5,4743.75
02-05-2025,charlie@outlook.com,Invoice Details,Promotion,131,5,1325.66
22-12-2025,emma@gmail.com,Payment Confirmation,Social,145,5,2368.44
14-10-2025,admin@service.com,Job Opportunity,Notification,1142,3,4486.55
20-05-2025,support@website.com,Assignment Submission,Notification,207,1,4084.43
30-07-2025,manager@office.com,System Notification,Education,1296,5,2556.47
30-10-2025,david@company.com,Payment Confirmation,Finance,328,0,4662.33
23-03-2025,admin@service.com,Team Meeting,Social,1038,0,454.8
21-01-2025,david@company.com,Monthly Report,Notification,238,5,3445.77
16-08-2025,emma@gmail.com,Project Update,Education,198,1,2157.74
31-03-2025,charlie@outlook.com,Payment Confirmation,Work,355,3,4765.32
22-10-2025,emma@gmail.com,Job Opportunity,Work,378,3,2597.22
08-07-2025,sarah@company.com,Payment Confirmation,Spam,811,2,4868.75
26-07-2025,sarah@company.com,Payment Confirmation,Spam,590,5,3831.03
29-10-2025,admin@service.com,Team Meeting,Education,1041,0,2654.17
27-10-2025,manager@office.com,Important Notice,Spam,32,2,1496.57
20-12-2025,alice@gmail.com,System Notification,Promotion,1212,4,744.73
16-05-2025,david@company.com,System Notification,Finance,1286,2,784.2
20-06-2025,bob@yahoo.com,System Notification,Education,695,3,3469.9
22-05-2025,support@website.com,Job Opportunity,Social,225,1,1484.75
21-08-2025,david@company.com,New Project,Social,1300,4,3307.61
